ID,dep,sexe,date,Hospitalisation,Reanimation,HospConv,Radio,Deces,code_region,incid_reanimation
36157,47,1,032021,17,4,6.0,307,79,75,13
36158,47,2,032021,17,2,12.0,298,45,75,13
36159,64,0,032021,104,14,46.0,1734,448,75,13
36160,64,1,032021,60,9,25.0,859,246,75,13
36161,64,2,032021,43,5,21.0,866,200,75,13
36162,79,0,032021,49,7,34.0,734,220,75,13
36163,79,1,032021,25,4,20.0,341,125,75,13
36164,79,2,032021,22,3,12.0,389,94,75,13
36165,86,0,032021,80,14,49.0,914,223,75,13
36166,86,1,032021,43,11,25.0,469,116,75,13
36167,86,2,032021,35,3,22.0,441,104,75,13
36168,87,0,032021,67,15,33.0,854,243,75,13
36169,87,1,032021,36,9,18.0,400,135,75,13
36170,87,2,032021,31,6,15.0,451,107,75,13
36171,16,0,032021,63,9,31.0,431,117,75,12
36172,16,1,032021,28,5,12.0,227,70,75,12
36173,16,2,032021,34,4,19.0,200,47,75,12
36174,17,0,032021,72,7,39.0,783,248,75,12
36175,17,1,032021,46,3,26.0,415,162,75,12
36176,17,2,032021,26,4,13.0,366,86,75,12
36177,19,0,032021,50,5,45.0,658,171,75,12
36178,19,1,032021,28,4,24.0,316,102,75,12
36179,19,2,032021,22,1,21.0,338,68,75,12
36180,23,0,032021,46,7,18.0,444,80,75,12
36181,23,1,032021,29,4,11.0,225,45,75,12
36182,23,2,032021,17,3,7.0,218,34,75,12
36183,24,0,032021,126,13,61.0,565,161,75,12
36184,24,1,032021,67,11,31.0,283,87,75,12
36185,24,2,032021,59,2,30.0,282,74,75,12
36186,33,0,032021,397,95,240.0,3933,805,75,12
36187,33,1,032021,228,64,126.0,1998,445,75,12
36188,33,2,032021,168,31,113.0,1918,358,75,12
36189,40,0,032021,50,6,19.0,710,211,75,12
36190,40,1,032021,25,5,12.0,358,111,75,12
36191,40,2,032021,25,1,7.0,351,97,75,12
36192,47,0,032021,38,6,23.0,621,128,75,12
36193,47,1,032021,15,3,8.0,310,80,75,12
36194,47,2,032021,21,2,15.0,298,45,75,12
36195,64,0,032021,102,14,44.0,1736,448,75,12
36196,64,1,032021,59,9,24.0,860,246,75,12
36197,64,2,032021,42,5,20.0,867,200,75,12
36198,79,0,032021,45,7,29.0,742,220,75,12
36199,79,1,032021,22,5,15.0,347,125,75,12
36200,79,2,032021,21,2,12.0,391,94,75,12
36201,86,0,032021,77,13,47.0,921,223,75,12
36202,86,1,032021,43,10,26.0,472,116,75,12
36203,86,2,032021,34,3,21.0,443,104,75,12
36204,87,0,032021,70,14,37.0,856,243,75,12
36205,87,1,032021,40,8,22.0,400,135,75,12
36206,87,2,032021,30,6,15.0,453,107,75,12
36207,16,0,032021,64,9,32.0,431,117,75,13
36208,16,1,032021,28,5,12.0,227,70,75,13
36209,16,2,032021,35,4,20.0,200,47,75,13
36210,17,0,032021,72,7,39.0,783,248,75,13
36211,17,1,032021,46,3,26.0,415,162,75,13
36212,17,2,032021,26,4,13.0,366,86,75,13
36213,19,0,032021,52,7,45.0,658,172,75,13
36214,19,1,032021,30,6,24.0,316,102,75,13
36215,19,2,032021,22,1,21.0,338,69,75,13
36216,23,0,032021,46,7,18.0,444,80,75,13
36217,23,1,032021,29,4,11.0,225,45,75,13
36218,23,2,032021,17,3,7.0,218,34,75,13
36219,24,0,032021,124,13,58.0,567,161,75,13
36220,24,1,032021,65,11,29.0,285,87,75,13
36221,24,2,032021,59,2,29.0,282,74,75,13
36222,33,0,032021,402,96,244.0,3943,809,75,13
36223,33,1,032021,229,63,128.0,2003,447,75,13
36224,33,2,032021,172,33,115.0,1923,360,75,13
36225,40,0,032021,50,6,19.0,710,211,75,13
36226,40,1,032021,25,5,12.0,358,111,75,13
36227,40,2,032021,25,1,7.0,351,97,75,13
36228,47,0,032021,42,7,26.0,621,128,75,13
36229,47,1,032021,16,3,9.0,310,80,75,13
36230,47,2,032021,23,3,16.0,298,45,75,13
36231,64,0,032021,107,14,49.0,1736,448,75,13
36232,64,1,032021,63,10,27.0,860,246,75,13
36233,64,2,032021,43,4,22.0,867,200,75,13
36234,79,0,032021,49,7,33.0,742,220,75,13
36235,79,1,032021,25,5,18.0,347,125,75,13
36236,79,2,032021,22,2,13.0,391,94,75,13
36237,86,0,032021,84,14,53.0,921,223,75,13
36238,86,1,032021,46,10,29.0,472,116,75,13
36239,86,2,032021,38,4,24.0,443,104,75,13
36240,87,0,032021,70,14,37.0,856,243,75,13
36241,87,1,032021,40,8,22.0,400,135,75,13
36242,87,2,032021,30,6,15.0,453,107,75,13
36243,16,0,032021,70,10,36.0,431,117,75,19
36244,16,1,032021,32,6,14.0,227,70,75,19
36245,16,2,032021,37,4,22.0,200,47,75,19
36246,17,0,032021,76,11,38.0,783,248,75,19
36247,17,1,032021,48,5,26.0,415,162,75,19
36248,17,2,032021,28,6,12.0,366,86,75,19
36249,19,0,032021,48,8,40.0,664,175,75,19
36250,19,1,032021,29,6,23.0,318,103,75,19
36251,19,2,032021,19,2,17.0,342,71,75,19
36252,23,0,032021,43,8,14.0,447,81,75,19
36253,23,1,032021,28,4,10.0,226,45,75,19
36254,23,2,032021,15,4,4.0,220,35,75,19
36255,24,0,032021,124,13,58.0,567,161,75,19
36256,24,1,032021,64,11,28.0,285,87,75,19
36257,24,2,032021,60,2,30.0,282,74,75,19
36258,33,0,032021,404,97,246.0,3954,814,75,19
36259,33,1,032021,232,63,132.0,2009,451,75,19
36260,33,2,032021,171,34,113.0,1928,361,75,19
36261,40,0,032021,46,2,20.0,714,213,75,19
36262,40,1,032021,20,2,11.0,361,113,75,19
36263,40,2,032021,26,0,9.0,352,97,75,19
36264,47,0,032021,44,8,26.0,621,128,75,19
36265,47,1,032021,17,3,10.0,310,80,75,19
36266,47,2,032021,25,4,16.0,298,45,75,19
36267,64,0,032021,110,14,51.0,1736,450,75,19
36268,64,1,032021,64,10,28.0,860,247,75,19
36269,64,2,032021,45,4,23.0,867,201,75,19
36270,79,0,032021,51,5,36.0,743,221,75,19
36271,79,1,032021,26,3,21.0,347,126,75,19
36272,79,2,032021,23,2,13.0,392,94,75,19
36273,86,0,032021,86,12,58.0,923,226,75,19
36274,86,1,032021,47,8,33.0,473,118,75,19
36275,86,2,032021,39,4,25.0,444,105,75,19
36276,87,0,032021,68,13,34.0,867,245,75,19
36277,87,1,032021,38,9,18.0,408,136,75,19
36278,87,2,032021,30,4,16.0,456,108,75,19
36279,16,0,032021,66,9,34.0,440,117,75,16
36280,16,1,032021,29,5,13.0,233,70,75,16
36281,16,2,032021,37,4,21.0,202,47,75,16
36282,17,0,032021,85,11,45.0,785,246,75,16
36283,17,1,032021,51,5,29.0,415,161,75,16
36284,17,2,032021,34,6,16.0,368,85,75,16
36285,19,0,032021,46,10,36.0,671,176,75,16
36286,19,1,032021,29,8,21.0,322,103,75,16
36287,19,2,032021,17,2,15.0,345,72,75,16
36288,23,0,032021,39,7,12.0,450,81,75,16
36289,23,1,032021,25,3,9.0,228,45,75,16
36290,23,2,032021,14,4,3.0,221,35,75,16
36291,24,0,032021,120,13,54.0,570,164,75,16
36292,24,1,032021,64,11,28.0,285,89,75,16
36293,24,2,032021,56,2,26.0,285,75,75,16
36294,33,0,032021,415,96,257.0,3965,815,75,16
36295,33,1,032021,239,65,136.0,2015,452,75,16
36296,33,2,032021,175,31,120.0,1933,361,75,16
36297,40,0,032021,44,3,16.0,717,214,75,16
36298,40,1,032021,20,3,10.0,362,113,75,16
36299,40,2,032021,24,0,6.0,354,98,75,16
36300,47,0,032021,45,7,25.0,626,129,75,16
36301,47,1,032021,19,4,9.0,312,80,75,16
36302,47,2,032021,24,2,16.0,301,46,75,16
36303,64,0,032021,103,13,45.0,1746,451,75,16
36304,64,1,032021,58,9,24.0,866,248,75,16
36305,64,2,032021,44,4,21.0,871,201,75,16
36306,79,0,032021,53,7,26.0,751,221,75,16
36307,79,1,032021,27,4,16.0,351,126,75,16
36308,79,2,032021,24,3,9.0,396,94,75,16
36309,86,0,032021,85,12,57.0,924,227,75,16
36310,86,1,032021,47,8,33.0,473,119,75,16
36311,86,2,032021,38,4,24.0,445,105,75,16
36312,87,0,032021,65,15,27.0,872,245,75,16
36313,87,1,032021,38,11,14.0,410,136,75,16
36314,87,2,032021,27,4,13.0,459,108,75,16
36315,16,0,032021,69,9,34.0,442,118,75,14
36316,16,1,032021,29,5,11.0,235,70,75,14
36317,16,2,032021,40,4,23.0,202,48,75,14
36318,17,0,032021,86,12,42.0,803,249,75,14
36319,17,1,032021,49,6,26.0,429,162,75,14
36320,17,2,032021,37,6,16.0,372,87,75,14
36321,19,0,032021,44,12,32.0,676,177,75,14
36322,19,1,032021,27,9,18.0,325,104,75,14
36323,19,2,032021,17,3,14.0,347,72,75,14
36324,23,0,032021,37,7,11.0,453,81,75,14
36325,23,1,032021,25,3,9.0,228,45,75,14
36326,23,2,032021,12,4,2.0,224,35,75,14
36327,24,0,032021,118,13,52.0,574,167,75,14
36328,24,1,032021,62,10,27.0,286,92,75,14
36329,24,2,032021,56,3,25.0,288,75,75,14
36330,33,0,032021,399,98,237.0,4019,821,75,14
36331,33,1,032021,232,66,126.0,2035,456,75,14
36332,33,2,032021,166,32,110.0,1967,363,75,14
36333,40,0,032021,45,3,17.0,718,214,75,14
36334,40,1,032021,22,3,12.0,362,113,75,14
36335,40,2,032021,23,0,5.0,355,98,75,14
36336,47,0,032021,47,8,26.0,625,129,75,14
36337,47,1,032021,20,5,9.0,311,80,75,14
36338,47,2,032021,25,2,17.0,301,46,75,14
36339,64,0,032021,101,11,45.0,1749,451,75,14
36340,64,1,032021,56,7,24.0,868,248,75,14
36341,64,2,032021,44,4,21.0,872,201,75,14
36342,79,0,032021,55,8,27.0,753,221,75,14
36343,79,1,032021,29,5,17.0,352,126,75,14
36344,79,2,032021,24,3,9.0,397,94,75,14
36345,86,0,032021,83,12,55.0,930,227,75,14
36346,86,1,032021,46,8,32.0,476,119,75,14
36347,86,2,032021,37,4,23.0,448,105,75,14
36348,87,0,032021,67,16,29.0,875,245,75,14
36349,87,1,032021,41,12,15.0,410,136,75,14
36350,87,2,032021,26,4,14.0,462,108,75,14
36351,16,0,032021,68,9,32.0,446,118,75,9
36352,16,1,032021,30,5,11.0,236,70,75,9
36353,16,2,032021,38,4,21.0,205,48,75,9
36354,17,0,032021,85,13,40.0,805,250,75,9
36355,17,1,032021,49,7,25.0,430,163,75,9
36356,17,2,032021,36,6,15.0,373,87,75,9
36357,19,0,032021,41,12,29.0,678,177,75,9
36358,19,1,032021,24,9,15.0,326,104,75,9
36359,19,2,032021,17,3,14.0,348,72,75,9
36360,23,0,032021,34,6,10.0,457,81,75,9
36361,23,1,032021,24,3,9.0,230,45,75,9
36362,23,2,032021,10,3,1.0,226,35,75,9
36363,24,0,032021,114,13,49.0,580,168,75,9
36364,24,1,032021,59,10,24.0,289,93,75,9
36365,24,2,032021,55,3,25.0,291,75,75,9
36366,33,0,032021,382,93,233.0,4053,825,75,9
36367,33,1,032021,220,61,124.0,2055,457,75,9
36368,33,2,032021,161,32,108.0,1981,366,75,9
36369,40,0,032021,29,3,12.0,733,216,75,9
36370,40,1,032021,15,3,8.0,369,113,75,9
36371,40,2,032021,14,0,4.0,363,100,75,9
36372,47,0,032021,49,7,28.0,626,129,75,9
36373,47,1,032021,19,3,10.0,312,80,75,9
36374,47,2,032021,28,3,18.0,301,46,75,9
36375,64,0,032021,97,10,42.0,1754,452,75,9
36376,64,1,032021,54,6,23.0,870,248,75,9
36377,64,2,032021,42,4,19.0,875,202,75,9
36378,79,0,032021,58,9,27.0,755,221,75,9
36379,79,1,032021,30,5,17.0,353,126,75,9
36380,79,2,032021,25,4,8.0,398,94,75,9
36381,86,0,032021,80,11,53.0,936,227,75,9
36382,86,1,032021,42,8,28.0,481,119,75,9
36383,86,2,032021,38,3,25.0,449,105,75,9
36384,87,0,032021,65,15,30.0,880,245,75,9
36385,87,1,032021,37,11,14.0,414,136,75,9
36386,87,2,032021,28,4,16.0,463,108,75,9
36387,16,0,032021,68,10,29.0,448,119,75,23
36388,16,1,032021,32,7,11.0,237,70,75,23
36389,16,2,032021,36,3,18.0,206,49,75,23
36390,17,0,032021,93,16,45.0,810,251,75,23
36391,17,1,032021,55,9,29.0,430,163,75,23
36392,17,2,032021,38,7,16.0,378,88,75,23
36393,19,0,032021,45,12,33.0,681,177,75,23
36394,19,1,032021,24,9,15.0,328,104,75,23
36395,19,2,032021,21,3,18.0,349,72,75,23
36396,23,0,032021,33,6,10.0,458,81,75,23
36397,23,1,032021,23,3,9.0,231,45,75,23
36398,23,2,032021,10,3,1.0,226,35,75,23
36399,24,0,032021,119,15,50.0,583,169,75,23
36400,24,1,032021,63,12,25.0,290,93,75,23
36401,24,2,032021,56,3,25.0,293,76,75,23
36402,33,0,032021,400,93,253.0,4081,827,75,23
36403,33,1,032021,232,63,134.0,2066,459,75,23
36404,33,2,032021,167,30,118.0,1998,366,75,23
36405,40,0,032021,26,3,11.0,736,217,75,23
36406,40,1,032021,16,3,9.0,370,113,75,23
36407,40,2,032021,10,0,2.0,365,101,75,23
36408,47,0,032021,50,5,32.0,628,133,75,23
36409,47,1,032021,21,3,13.0,313,82,75,23
36410,47,2,032021,28,2,19.0,302,47,75,23
36411,64,0,032021,98,10,43.0,1756,453,75,23
36412,64,1,032021,54,6,24.0,872,249,75,23
36413,64,2,032021,43,4,19.0,875,202,75,23
36414,79,0,032021,58,10,26.0,759,222,75,23
36415,79,1,032021,27,6,13.0,355,127,75,23
36416,79,2,032021,28,4,11.0,400,94,75,23
36417,86,0,032021,84,12,56.0,947,232,75,23
36418,86,1,032021,44,9,29.0,486,122,75,23
36419,86,2,032021,40,3,27.0,455,107,75,23
36420,87,0,032021,69,15,32.0,880,245,75,23
36421,87,1,032021,38,11,14.0,414,136,75,23
36422,87,2,032021,31,4,18.0,463,108,75,23
36423,16,0,032021,66,10,28.0,450,123,75,4
36424,16,1,032021,32,7,10.0,238,71,75,4
36425,16,2,032021,34,3,18.0,207,52,75,4
36426,17,0,032021,96,13,50.0,810,251,75,4
36427,17,1,032021,56,6,32.0,430,163,75,4
36428,17,2,032021,40,7,18.0,378,88,75,4
36429,19,0,032021,45,13,32.0,684,177,75,4
36430,19,1,032021,24,10,14.0,329,104,75,4
36431,19,2,032021,21,3,18.0,351,72,75,4
36432,23,0,032021,39,8,14.0,458,81,75,4
36433,23,1,032021,26,4,11.0,231,45,75,4
36434,23,2,032021,13,4,3.0,226,35,75,4
36435,24,0,032021,119,15,50.0,583,169,75,4
36436,24,1,032021,63,12,25.0,290,93,75,4
36437,24,2,032021,56,3,25.0,293,76,75,4
36438,33,0,032021,395,87,252.0,4094,828,75,4
36439,33,1,032021,228,59,132.0,2072,459,75,4
36440,33,2,032021,166,28,119.0,2005,367,75,4
36441,40,0,032021,26,3,11.0,736,217,75,4
36442,40,1,032021,16,3,9.0,370,113,75,4
36443,40,2,032021,10,0,2.0,365,101,75,4
36444,47,0,032021,43,3,32.0,639,133,75,4
36445,47,1,032021,18,2,16.0,320,82,75,4
36446,47,2,032021,24,1,16.0,306,47,75,4
36447,64,0,032021,95,10,40.0,1760,453,75,4
36448,64,1,032021,51,6,21.0,875,249,75,4
36449,64,2,032021,43,4,19.0,876,202,75,4
36450,79,0,032021,57,10,26.0,767,222,75,4
36451,79,1,032021,29,6,15.0,357,127,75,4
36452,79,2,032021,26,4,10.0,405,94,75,4
36453,86,0,032021,74,12,57.0,962,232,75,4
36454,86,1,032021,44,9,32.0,490,122,75,4
36455,86,2,032021,30,3,25.0,466,107,75,4
36456,87,0,032021,69,13,34.0,890,246,75,4
36457,87,1,032021,38,10,15.0,416,136,75,4
36458,87,2,032021,31,3,19.0,471,109,75,4
36459,16,0,032021,66,12,27.0,452,126,75,9
36460,16,1,032021,31,8,9.0,240,72,75,9
36461,16,2,032021,35,4,18.0,207,54,75,9
36462,17,0,032021,96,14,49.0,810,251,75,9
36463,17,1,032021,56,6,32.0,430,163,75,9
36464,17,2,032021,40,8,17.0,378,88,75,9
36465,19,0,032021,45,12,33.0,684,177,75,9
36466,19,1,032021,24,10,14.0,329,104,75,9
36467,19,2,032021,21,2,19.0,351,72,75,9
36468,23,0,032021,39,8,14.0,458,81,75,9
36469,23,1,032021,26,4,11.0,231,45,75,9
36470,23,2,032021,13,4,3.0,226,35,75,9
36471,24,0,032021,121,15,52.0,583,169,75,9
36472,24,1,032021,65,12,27.0,290,93,75,9
36473,24,2,032021,56,3,25.0,293,76,75,9
36474,33,0,032021,401,87,258.0,4100,828,75,9
36475,33,1,032021,231,60,134.0,2077,459,75,9
36476,33,2,032021,169,27,123.0,2006,367,75,9
36477,40,0,032021,26,3,11.0,736,217,75,9
36478,40,1,032021,16,3,9.0,370,113,75,9
36479,40,2,032021,10,0,2.0,365,101,75,9
36480,47,0,032021,45,4,33.0,639,133,75,9
36481,47,1,032021,18,2,16.0,320,82,75,9
36482,47,2,032021,26,2,17.0,306,47,75,9
36483,64,0,032021,97,9,43.0,1761,453,75,9
36484,64,1,032021,54,6,24.0,875,249,75,9
36485,64,2,032021,42,3,19.0,877,202,75,9
36486,79,0,032021,59,10,28.0,768,222,75,9
36487,79,1,032021,30,6,16.0,358,127,75,9
36488,79,2,032021,27,4,11.0,405,94,75,9
36489,86,0,032021,76,14,57.0,962,232,75,9
36490,86,1,032021,46,10,33.0,490,122,75,9
36491,86,2,032021,30,4,24.0,466,107,75,9
36492,87,0,032021,69,13,34.0,890,246,75,9
36493,87,1,032021,38,10,15.0,416,136,75,9
36494,87,2,032021,31,3,19.0,471,109,75,9
36495,16,0,032021,63,12,24.0,454,128,75,23
36496,16,1,032021,29,8,7.0,241,74,75,23
36497,16,2,032021,34,4,17.0,208,54,75,23
36498,17,0,032021,93,14,46.0,812,253,75,23
36499,17,1,032021,52,6,29.0,432,165,75,23
36500,17,2,032021,41,8,17.0,378,88,75,23
36501,19,0,032021,51,14,37.0,685,177,75,23
36502,19,1,032021,28,11,17.0,329,104,75,23
36503,19,2,032021,22,2,20.0,352,72,75,23
36504,23,0,032021,38,8,13.0,458,82,75,23
36505,23,1,032021,26,4,11.0,231,45,75,23
36506,23,2,032021,12,4,2.0,226,36,75,23
36507,24,0,032021,112,14,43.0,593,169,75,23
36508,24,1,032021,60,11,23.0,294,93,75,23
36509,24,2,032021,52,3,20.0,299,76,75,23
36510,33,0,032021,418,93,269.0,4120,834,75,23
36511,33,1,032021,243,63,143.0,2085,464,75,23
36512,33,2,032021,174,30,125.0,2018,368,75,23
36513,40,0,032021,29,3,15.0,737,217,75,23
36514,40,1,032021,18,3,11.0,370,113,75,23
36515,40,2,032021,11,0,4.0,366,101,75,23
36516,47,0,032021,46,5,33.0,639,135,75,23
36517,47,1,032021,20,3,17.0,320,82,75,23
36518,47,2,032021,25,2,16.0,306,49,75,23
36519,64,0,032021,97,9,43.0,1761,453,75,23
36520,64,1,032021,54,6,24.0,875,249,75,23
36521,64,2,032021,42,3,19.0,877,202,75,23
36522,79,0,032021,64,11,32.0,769,222,75,23
36523,79,1,032021,33,7,18.0,358,127,75,23
36524,79,2,032021,29,4,13.0,406,94,75,23
36525,86,0,032021,66,12,49.0,975,233,75,23
36526,86,1,032021,41,9,29.0,497,123,75,23
36527,86,2,032021,25,3,20.0,472,107,75,23
36528,87,0,032021,75,16,37.0,892,246,75,23
36529,87,1,032021,39,12,14.0,418,136,75,23
36530,87,2,032021,36,4,23.0,471,109,75,23
36531,16,0,032021,71,13,31.0,457,128,75,30
36532,16,1,032021,36,9,13.0,242,74,75,30
36533,16,2,032021,35,4,18.0,210,54,75,30
36534,17,0,032021,100,14,52.0,817,256,75,30
36535,17,1,032021,55,8,29.0,435,167,75,30
36536,17,2,032021,44,6,22.0,380,89,75,30
36537,19,0,032021,49,14,35.0,690,177,75,30
36538,19,1,032021,27,11,16.0,333,104,75,30
36539,19,2,032021,21,2,19.0,353,72,75,30
36540,23,0,032021,38,8,13.0,458,82,75,30
36541,23,1,032021,26,4,11.0,231,45,75,30
36542,23,2,032021,12,4,2.0,226,36,75,30
36543,24,0,032021,116,16,43.0,596,169,75,30
36544,24,1,032021,63,12,25.0,294,93,75,30
36545,24,2,032021,53,4,18.0,302,76,75,30
36546,33,0,032021,419,97,267.0,4152,839,75,30
36547,33,1,032021,250,69,144.0,2098,465,75,30
36548,33,2,032021,167,28,121.0,2036,372,75,30
36549,40,0,032021,33,3,19.0,738,217,75,30
36550,40,1,032021,20,3,13.0,371,113,75,30
36551,40,2,032021,13,0,6.0,366,101,75,30
36552,47,0,032021,49,5,36.0,646,137,75,30
36553,47,1,032021,22,3,19.0,324,83,75,30
36554,47,2,032021,26,2,17.0,309,50,75,30
36555,64,0,032021,104,9,48.0,1763,453,75,30
36556,64,1,032021,56,6,24.0,876,249,75,30
36557,64,2,032021,46,3,23.0,878,202,75,30
36558,79,0,032021,65,12,34.0,771,222,75,30
36559,79,1,032021,32,7,19.0,361,127,75,30
36560,79,2,032021,31,5,14.0,405,94,75,30
36561,86,0,032021,65,10,50.0,985,234,75,30
36562,86,1,032021,37,7,27.0,504,124,75,30
36563,86,2,032021,28,3,23.0,475,107,75,30
36564,87,0,032021,79,19,36.0,896,246,75,30
36565,87,1,032021,40,14,12.0,421,136,75,30
36566,87,2,032021,39,5,24.0,472,109,75,30
36567,16,0,032021,68,12,30.0,461,128,75,21
36568,16,1,032021,34,8,12.0,244,74,75,21
36569,16,2,032021,34,4,18.0,212,54,75,21
36570,17,0,032021,96,15,45.0,821,259,75,21
36571,17,1,032021,52,7,26.0,438,169,75,21
36572,17,2,032021,43,8,18.0,381,90,75,21
36573,19,0,032021,48,14,34.0,694,177,75,21
36574,19,1,032021,27,11,16.0,334,104,75,21
36575,19,2,032021,20,2,18.0,356,72,75,21
36576,23,0,032021,38,8,13.0,458,82,75,21
36577,23,1,032021,26,4,11.0,231,45,75,21
36578,23,2,032021,12,4,2.0,226,36,75,21
36579,24,0,032021,123,16,50.0,599,169,75,21
36580,24,1,032021,71,12,33.0,295,93,75,21
36581,24,2,032021,52,4,17.0,304,76,75,21
36582,33,0,032021,412,93,263.0,4197,842,75,21
36583,33,1,032021,247,66,144.0,2123,467,75,21
36584,33,2,032021,163,27,117.0,2056,373,75,21
36585,40,0,032021,33,3,19.0,741,217,75,21
36586,40,1,032021,20,3,12.0,373,113,75,21
36587,40,2,032021,13,0,7.0,367,101,75,21
36588,47,0,032021,49,5,33.0,650,137,75,21
36589,47,1,032021,20,3,16.0,328,83,75,21
36590,47,2,032021,28,2,17.0,309,50,75,21
36591,64,0,032021,104,10,46.0,1765,453,75,21
36592,64,1,032021,55,7,21.0,878,249,75,21
36593,64,2,032021,47,3,24.0,878,202,75,21
36594,79,0,032021,57,10,28.0,776,224,75,21
36595,79,1,032021,28,5,17.0,365,128,75,21
36596,79,2,032021,28,5,10.0,405,95,75,21
36597,86,0,032021,64,10,49.0,992,234,75,21
36598,86,1,032021,34,6,25.0,509,124,75,21
36599,86,2,032021,30,4,24.0,477,107,75,21
36600,87,0,032021,79,19,35.0,899,247,75,21
36601,87,1,032021,38,14,11.0,424,137,75,21
36602,87,2,032021,40,5,23.0,472,109,75,21
44415,18,0,032021,94,7,57.0,1142,431,24,6
44416,18,1,032021,42,2,30.0,523,231,24,6
44417,18,2,032021,51,5,27.0,617,199,24,6
44418,28,0,032021,207,28,108.0,1871,390,24,6
44419,28,1,032021,102,18,50.0,942,210,24,6
44420,28,2,032021,104,10,57.0,914,178,24,6
44421,36,0,032021,78,7,42.0,751,219,24,6
44422,36,1,032021,36,4,20.0,383,113,24,6
44423,36,2,032021,41,3,21.0,359,104,24,6
44424,37,0,032021,187,43,85.0,1381,356,24,6
44425,37,1,032021,101,28,50.0,670,217,24,6
44426,37,2,032021,86,15,35.0,709,138,24,6
44427,41,0,032021,167,6,58.0,1031,254,24,6
44428,41,1,032021,89,4,26.0,509,149,24,6
44429,41,2,032021,78,2,32.0,519,105,24,6
44430,45,0,032021,269,54,93.0,2103,446,24,6
44431,45,1,032021,147,37,49.0,1078,263,24,6
44432,45,2,032021,122,17,44.0,1015,182,24,6
44433,18,0,032021,102,6,66.0,1141,433,24,8
44434,18,1,032021,48,2,36.0,522,232,24,8
44435,18,2,032021,53,4,30.0,617,200,24,8
44436,28,0,032021,240,27,129.0,1877,392,24,8
44437,28,1,032021,111,16,56.0,944,212,24,8
44438,28,2,032021,128,11,72.0,918,178,24,8
44439,36,0,032021,78,5,43.0,751,220,24,8
44440,36,1,032021,36,3,20.0,383,113,24,8
44441,36,2,032021,41,2,22.0,359,105,24,8
44442,37,0,032021,186,44,83.0,1388,359,24,8
44443,37,1,032021,100,29,48.0,673,219,24,8
44444,37,2,032021,86,15,35.0,713,139,24,8
44445,41,0,032021,166,8,54.0,1032,255,24,8
44446,41,1,032021,89,6,24.0,509,150,24,8
44447,41,2,032021,77,2,30.0,520,105,24,8
44448,45,0,032021,267,53,92.0,2110,449,24,8
44449,45,1,032021,145,35,50.0,1083,265,24,8
44450,45,2,032021,122,18,42.0,1017,183,24,8
44451,18,0,032021,98,7,60.0,1150,433,24,12
44452,18,1,032021,46,3,32.0,527,232,24,12
44453,18,2,032021,51,4,28.0,621,200,24,12
44454,28,0,032021,217,27,105.0,1906,396,24,12
44455,28,1,032021,102,18,43.0,958,213,24,12
44456,28,2,032021,115,9,62.0,932,181,24,12
44457,36,0,032021,80,6,44.0,754,221,24,12
44458,36,1,032021,39,4,21.0,384,113,24,12
44459,36,2,032021,40,2,22.0,361,106,24,12
44460,37,0,032021,179,45,75.0,1401,360,24,12
44461,37,1,032021,95,30,42.0,681,220,24,12
44462,37,2,032021,84,15,33.0,718,139,24,12
44463,41,0,032021,165,6,51.0,1042,257,24,12
44464,41,1,032021,89,5,23.0,513,152,24,12
44465,41,2,032021,76,1,28.0,526,105,24,12
44466,45,0,032021,259,53,85.0,2123,452,24,12
44467,45,1,032021,145,36,49.0,1090,265,24,12
44468,45,2,032021,114,17,36.0,1023,186,24,12
44469,18,0,032021,97,6,60.0,1153,433,24,11
44470,18,1,032021,47,3,33.0,528,232,24,11
44471,18,2,032021,49,3,27.0,623,200,24,11
44472,28,0,032021,219,30,104.0,1918,399,24,11
44473,28,1,032021,101,20,40.0,966,214,24,11
44474,28,2,032021,118,10,64.0,936,183,24,11
44475,36,0,032021,77,7,40.0,760,221,24,11
44476,36,1,032021,37,5,18.0,387,113,24,11
44477,36,2,032021,39,2,21.0,364,106,24,11
44478,37,0,032021,182,43,82.0,1404,364,24,11
44479,37,1,032021,97,28,47.0,681,223,24,11
44480,37,2,032021,85,15,35.0,721,140,24,11
44481,41,0,032021,160,3,51.0,1053,258,24,11
44482,41,1,032021,89,3,25.0,516,153,24,11
44483,41,2,032021,71,0,26.0,534,105,24,11
44484,45,0,032021,252,58,80.0,2146,454,24,11
44485,45,1,032021,144,41,50.0,1102,265,24,11
44486,45,2,032021,108,17,30.0,1034,188,24,11
44487,18,0,032021,90,4,55.0,1163,435,24,12
44488,18,1,032021,45,3,31.0,533,232,24,12
44489,18,2,032021,44,1,24.0,628,202,24,12
44490,28,0,032021,214,27,104.0,1926,403,24,12
44491,28,1,032021,98,19,40.0,972,216,24,12
44492,28,2,032021,116,8,64.0,938,185,24,12
44493,36,0,032021,78,6,40.0,762,221,24,12
44494,36,1,032021,36,4,18.0,389,113,24,12
44495,36,2,032021,41,2,21.0,364,106,24,12
44496,37,0,032021,191,43,90.0,1410,367,24,12
44497,37,1,032021,105,30,53.0,683,225,24,12
44498,37,2,032021,86,13,37.0,725,141,24,12
44499,41,0,032021,151,4,49.0,1066,258,24,12
44500,41,1,032021,83,4,24.0,523,153,24,12
44501,41,2,032021,68,0,25.0,540,105,24,12
